increment,branch,stress_component,order,directions,direction_pattern,recovery_factor,oti_derivative,oti_normalized,reference_value,reference_normalized,reference_classification,plateau_points,plateau_step_low,plateau_step_high,plateau_absolute_uncertainty,plateau_relative_uncertainty,steps_swept,steps_admissible,steps_rejected_for_branch_crossing,branch_consistent_over_admissible_steps,zero_support_strength,source_proof_kind,structurally_invariant,affine_in_directions,affine_residual_over_rounding_floor,high_precision_value,absolute_error,relative_error,agreement_tolerance,agrees_with_reference,supports_verification,reference_justification
1,elastic,1,2,1|1,repeated,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,0.0001,0.0004,4.4590706238523126e-08,0.9824462968900288,9,6,3,True,strong,source_affine_branch,False,True,0.057160694946083675,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,2,2,1|1,repeated,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,0.0001,0.0004,2.9236730370030273e-08,3.5743731583921723,9,6,3,True,strong,source_affine_branch,False,True,0.13541098350656053,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,3,2,1|1,repeated,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,0.0001,0.0004,2.758042683126405e-08,3.4936635944700463,9,6,3,True,strong,source_affine_branch,False,True,0.0430868725151313,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,4,2,1|1,repeated,2,0.0,0.0,0.0,0.0,expected_zero_independently_supported,6,2.5e-05,0.0008,0.0,0.0,9,6,3,True,strong,source_affine_branch,True,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,1,3,1|1|1,repeated,6,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,0.0002,0.0008,0.00019679218530654907,7.823755924170616,9,6,3,True,strong,source_affine_branch,False,True,0.057160694946083675,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,2,3,1|1|1,repeated,6,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,2.5e-05,0.0001,0.005742549896240234,1.1872042586750788,9,6,3,True,strong,source_affine_branch,False,True,0.13541098350656053,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,3,3,1|1|1,repeated,6,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-05,0.0002,0.00115966796875,11.863414634146341,9,6,3,True,strong,source_affine_branch,False,True,0.0430868725151313,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,4,3,1|1|1,repeated,6,0.0,0.0,0.0,0.0,expected_zero_independently_supported,6,2.5e-05,0.0008,0.0,0.0,9,6,3,True,strong,source_affine_branch,True,True,0.0,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,1,4,1|1|1|1,repeated,24,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,5e-05,0.0002,529.8984375,5.4348557692307695,9,6,3,True,strong,source_affine_branch,False,True,0.057160694946083675,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
1,elastic,2,4,1|1|1|1,repeated,24,0.0,0.0,0.0,0.0,expected_zero_independently_supported,3,0.0002,0.0008,0.7922040820121765,10.78519088949767,9,6,3,True,strong,source_affine_branch,False,True,0.13541098350656053,,0.0,,,True,True,"Derivative is zero on evidence independent of the OTI result: source_affine_branch -- In the elastic branch the update is STRESS = STRESS + DDSDDE . DSTRAN with a
DDSDDE assembled only from the constant moduli, before any yield test. The
response is therefore exactly affine in DSTRAN on this branch, so every
derivative of order two and above vanishes identically -- not merely at the
points that were sampled. visco_imp.f lines 88-92: CALL KMLT1(DDSDDE,DSTRAN,DSTRESS) then STRESS(K)=STRESS(K)+DSTRESS(K), with DDSDDE from the constant E=1000, XNUE=0.3 set at lines 42-43. The plastic correction is reached only under IF(FLOW.GT.0.) at line 106. Branch consistency was verified at every stencil node of every admissible step, so the cited branch is the branch that was sampled."
